also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
,,,2,,166293,nm1206862,Acting,Lars Grant,,0.847
,,,0,,2066254,,Acting,Simon MacIntyre,,0.6
"אוון פיטרס,에반 피터스,Evan Thomas Peters,Έβαν Πίτερς,Эван Питерс,ევან პიტერსი",1987-01-20,,2,,55089,nm1404239,Acting,Evan Peters,"St. Louis, Missouri, USA",48.517
"泰尔 谢里丹,타이 쉐리던,Тай Шерідан,Тай Шеридан",1996-11-11,,2,,1034681,nm4446467,Acting,Tye Sheridan,"Elkhart, Texas, USA",22.081
코디 스밋 맥피,1996-06-13,,2,,113505,nm2240346,Acting,Kodi Smit-McPhee,"Sydney, New South Wales, Australia",13.774
,1975-09-13,,2,,130643,nm0005528,Acting,Scott Vickaryous,,4.221
,1971-01-14,2022-12-31,2,,1285612,nm2004204,Acting,Dan Zachary,,3.893
,,,0,,16306,nm0003691,Editing,Matt Absher,,0.6
,,,2,,6742,nm0022397,Editing,Craig Alpert,,1.119
,,,0,,23814,nm0908189,Art,Sandy Walker,,0.98
,,,2,,61177,nm0379335,Art,Dan Hermansen,,1.192
,,,0,,61576,nm0678491,Production,Cynthia Pett-Dante,,0.845
,,,0,,92492,nm0241535,Crew,Jayson Dumenigo,,1.312
,,,0,,85120,nm1297300,Writing,Lee Gren,,0.656
,,,2,,162392,nm3166992,Editing,Rob Grant,,1.4
Man of Action,,,0,,207269,nm2399856,Writing,Joe Kelly,,2.999
,,,2,,230577,nm0764282,Visual Effects,Tiago Santos,,0.6
,,,0,,549098,nm0265357,Crew,Roel Failma,,1.113
Virgil Dean,,,0,,558368,nm2650417,Editing,Virgile Dean,,0.6
,,,2,,1015921,nm0808178,Production,Ethan Smith,,0.6
,1977-06-30,,1,,1030590,nm0566555,Production,Kelly McCormick,"Lansing, Michigan, U.S.",1.136
,,,0,,1069809,nm4236881,Acting,Benjamín Magaña,,1.025
,,,0,,1127472,nm0003145,Directing,Paul Barry,,0.706
,,,2,,1153038,nm2824062,Art,Wolfgang Metschan,,0.648
,,,2,,1285528,nm1730947,Camera,Joshua Kjorven,,0.979
,,,0,,1302181,nm0633794,Sound,Mark Noda,,1.978
,,,0,,1330892,nm0280696,Costume & Make-Up,Beverlee June Fix,,0.6
"Glenn 'Woody' Woodruff,Glenn 'Woody' Woodruf,Glen Woodruff,Glenn 'Woody' Woorduff",,,2,,1334183,nm0940429,Art,Glenn Woodruff,,0.6
,,,0,,1360096,nm2365806,Sound,Sean Massey,,0.6
,,,0,,1367813,nm5383045,Art,Eduardo Pena,,0.716
,,,0,,1378676,nm5591047,Art,Kris Bergthorson,,0.84
Ron Eng,,,2,,1387244,nm0256995,Sound,Ronald Eng,,1.602
,,,0,,1389135,nm0532898,Costume & Make-Up,Janice MacIsaac,,0.6
,,,0,,1391672,nm0643779,Art,Peter Ochotta,,0.652
Anne Goobie,,,1,,1391703,nm0328639,Production,Ann Goobie,,0.6
"Dave Murray,David Murray",,,2,,1401559,nm2981876,Art,David R. Murray,,0.84
"Lukasz Bielan,Lucas Bielan",1967-01-24,,2,,1403411,nm0081371,Camera,Łukasz Bielan,"Warsaw, Poland",1.454
,,,0,,1404706,nm0532214,Crew,Harlow MacFarlane,,0.6
,,,0,,1406761,nm4586362,Crew,Dhuha Isa,,0.6
,,,2,,1408200,nm1033939,Crew,Paul Becker,"Victoria, British Columbia, Canada",2.036
,,,0,,1408777,nm1518958,Art,Jason Claridge,,0.6
,,,1,,1411726,nm0963298,Sound,Gina Mueller,,0.6
,,,0,,1413462,nm1175729,Crew,Rusty Ippolito,,0.84
,,,0,,1418412,nm2359430,Editing,Tyler Ruocco,,1.4
,,,2,,1477398,nm1237863,Visual Effects,Matthew Hackett,,0.6
,,,0,,1478412,nm5834298,Art,Roger Fires,,2.003
,,,0,,1517417,nm3518760,Camera,Björn Hermannes,,0.608
,,,0,,1524559,nm1256117,Visual Effects,Leslie Chung,,0.828
,,,2,,1527442,nm3592137,Production,Ko Iwagami,,1.107
,,,2,,1544669,nm0606660,Sound,John Morris,,1.641
,,,2,,1550073,nm0660612,Sound,Mark Pappas,,1.176
"Donald Brown,Don Brown,Donald Darcy Brown",,,0,,1562661,nm0113442,Sound,Donald D. Brown,,0.6
,,,2,,1568469,nm1402025,Visual Effects,Thomas Elder-Groebe,,1.172
,,,0,,1572420,,Lighting,Clyde Harrelson,,0.6
,,,2,,1579663,,Acting,Jim Carretta,,0.652
,,,0,,1585357,,Costume & Make-Up,Andrea Brown,,0.6
,,,0,,1630899,,Visual Effects,Gong Myung Lee,,0.6
,,,0,,1638550,,Art,Uzair Merchant,,0.6
,1976-10-15,,1,"http://www.patricksparling.com ",1645416,nm3353991,Production,Natalie Sutcliffe,,0.625
,,,0,,1649355,,Production,Riva Cahn Thompson,,0.6
,,,0,,1652050,,Camera,Aaron Haesler,,0.618
,,,0,,1665676,,Art,Marcus Endean,,0.652
Yves Bernadette,,,0,,1667943,nm0076017,Lighting,Yves Bernadet,,0.97
,,,0,,1683369,,Crew,Thekla Hutyra,,0.6
,,,0,,1683370,,Crew,Micah Karns,,2.124
,,,0,,1683371,,Crew,Eric Linden,,1.48
,,,0,,1697452,,Production,Vickie M. Hsieh,,1.176
,,,0,,1701154,,Art,Jeremy Simser,,2.744
,,,0,,1702478,,Art,Howard Lau,,0.6
Michael Vezina,,,0,,1702532,,Crew,Mike Vézina,,0.608
,,,0,,1718279,,Production,Arwen Munro,,0.98
,,,0,,1718776,,Acting,Tommy Douglas,,0.6
,,,2,,1727277,,Crew,Bryce Branagan,,0.6
,,,2,,1727282,,Crew,Tim Garris,,0.6
,,,0,,1727652,,Lighting,Scott Kozak,,0.745
,1962-06-02,,1,,1728296,nm0847042,Production,Yumi Takada,"Tokyo Prefecture, Japan",1.838
,,,0,,1733873,,Sound,Scott Jason Farr,,0.6
,,,0,,1739323,,Visual Effects,Barnes Wheeler,,0.6
,,,0,,1756727,,Camera,Matt Bonin,,0.6
,,,2,,1762849,nm0939029,Camera,Darin Wong,,0.6
,,,0,,1771254,,Art,Darian Deering,,0.6
Ana Sebal,,,0,,1775774,,Directing,Ana Oparnica Sebal,,0.98
,,,0,,1780479,,Visual Effects,Phoenix Woung-Bi Lee,,0.6
,,,0,,1808033,,Camera,Borislav Penchev,,0.6
"JJ Suelto,Jerrel Suelto,Jerrell James Suelto",,,2,,1824509,nm3776888,Sound,Jerrell Suelto,,0.652
,,,0,,1824946,,Art,Marc Bitz,,0.6
,,,0,,1826644,,Directing,Amanda Petura,,0.6
,,,0,,1826651,,Art,Niki Charalambopoulos,,0.6
Lana Krause,,,1,,1826662,nm1325616,Costume & Make-Up,Lana S. Krause,,0.6
,,,0,,1828460,,Visual Effects,Jordan Cario,,0.6
,,,0,,1840627,,Costume & Make-Up,Darah Wyant,,0.98
,,,0,,1848144,,Directing,Matthew D. Smith,,0.714
,,,0,,1867190,,Art,Heather Murray,,0.6
,,,0,,1907182,,Art,Paul Jenkinson,,1.4
,,,0,,1907572,,Sound,Allen Yang,,1.4
,,,0,,1914648,,Visual Effects,Steve Yamamoto,,1.138
,,,2,,1918045,nm0405003,Camera,Mark Hyde,,0.6
,,,0,,1919858,,Art,Clayton Flagg,,0.631
,,,0,,1933990,,Costume & Make-Up,Felix Fox,,5.4
,,,0,,1938055,,Camera,Kevin Black,,0.6
,,,0,,1945096,,Camera,Scott Antifave,,0.994
,,,0,,1948035,,Art,Andrew Garcia-Price,,1.242
,,,0,,1974560,,Crew,Chris McLaughlin,,0.6
,,,0,,1992544,,Visual Effects,Thomas Dotheij,,0.6
,,,0,,1992548,,Visual Effects,Eric Guaglione,,0.656
,,,0,,2000417,,Visual Effects,Hakyung Chang,,0.6
,,,0,,2000424,,Visual Effects,Kelly McCarthy,,0.6
,,,0,,2000837,,Visual Effects,Eric Moliner,,0.6
,,,0,,2001252,,Visual Effects,Amir Manavi,,0.6
,,,0,,2005484,,Visual Effects,Dan Breckwoldt,,0.6
Raylin Smith,,,0,,2006476,,Production,Raylin Sabo,,1.4
,,,0,,2008259,,Visual Effects,Shajo John,,0.828
,,,0,,2010409,,Visual Effects,Emily C. Moye,,0.6
,,,0,,2010429,,Visual Effects,Jonathan D. Martin,,0.6
,,,0,,2012545,,Production,Nelson Dsouza,,0.6
Sean D'Souza,,,0,,2013974,nm3409240,Lighting,Sean Dsouza,,0.6
,,,0,,2015749,,Art,Peter Rzazewski,,0.6
,,,0,,2015750,,Art,Beatrix Schalk,,1.02
,,,0,,2015751,,Art,Jennifer Yee,,0.6
,,,0,,2015752,,Art,Katharina Brand,,1.96
,,,0,,2015753,,Art,Kevin Kasper,,0.6
,,,0,,2015757,,Sound,Allister Mann,,0.6
,,,0,,2016294,,Camera,Brad McGregor,,0.649
,,,2,,2016296,nm6445040,Camera,Patrick Weir,,0.732
,,,0,,2016297,,Lighting,Christopher Hingston,,0.6
,,,0,,2016299,,Lighting,Andrew Wunder,,0.6
,,,0,,2016304,,Lighting,Tess Bukowsky,,0.6
,,,0,,2016307,,Visual Effects,Avijit Das,,0.6
,,,0,,2016309,,Visual Effects,Mischa Kolbe,,0.6
,,,0,,2016310,,Visual Effects,Fazil Ahmed,,0.6
,,,0,,2016312,,Visual Effects,Sianoosh Nasiriziba,,0.6
,,,0,,2016313,,Visual Effects,Andrew Park,,0.6
,,,0,,2016314,,Visual Effects,Amit Narwani,,0.766
,,,0,,2016315,,Visual Effects,K.G. Ginu,,0.6
,,,0,,2016316,,Visual Effects,James Galen Clark,,0.84
,,,0,,2016317,,Crew,Daniel Kwon,,0.6
,,,0,,2016318,,Visual Effects,C. Michael Neely,,0.6
,,,0,,2016319,,Visual Effects,Nick Ghizas,,0.6
,,,0,,2016320,,Visual Effects,Rasghania Bharat,,0.6
,,,0,,2016321,,Visual Effects,Connor Smith,,0.6
,,,0,,2016323,,Visual Effects,Michael Brazelton,,0.6
,,,0,,2016326,,Visual Effects,Damiano Moltisanti,,0.6
,,,0,,2016329,,Costume & Make-Up,Farrahlyn Owen,,0.6
Maria Aceves,1990-09-11,,1,,2022832,nm6984059,Camera,Maria Aceves Varela,"Leon, Guanajuato, Mexico",0.6
,,,0,,2048627,,Directing,Daniel Columbie,,0.6
,,,0,,2053238,,Visual Effects,Rachel Hannah Cohen,,0.6
,,,0,,2055725,,Editing,Sam Gilling,,0.648
,,,0,,2058132,,Visual Effects,Morgan Lang,,0.6
,,,0,,2058190,,Visual Effects,Anne-Marie Ouellet,,0.652
"田島光二,Koji Tajima",,,2,,2067379,nm5488864,Art,Kouji Tajima,,0.668
,,,0,,2067401,,Art,Eliza Hooker,,0.6
,,,0,,2067413,,Lighting,William Cash,,0.6
,,,0,,2068402,,Visual Effects,Rodgers Paul,,0.6
,,,0,,2076753,,Costume & Make-Up,Richard Kohlen,,1.38
,,,0,,2090883,,Art,Katharina Nimmervoll,,0.6
,,,0,,2092271,,Visual Effects,Nilesh Pobatti,,0.828
,,,0,,2092313,,Visual Effects,Bastien Rivas,,0.6
,,,0,,2096562,,Lighting,Subhash Dalke,,0.6
,,,0,,2096570,,Visual Effects,Laura Macfadyen,,0.6
,,,0,,2096891,,Visual Effects,Andrew Van Midde,,0.6
,,,0,,2100588,,Art,Sanford Worth,,0.6
,,,0,,2119102,,Camera,Ryan McGregor,,0.6
,,,0,,2125918,,Camera,Cary Cooper,,1.38
,,,0,,2126729,,Editing,Cole Doran,,0.6
,,,0,,2142398,,Visual Effects,Andrew Brooks,,0.6
,,,0,,2150600,,Visual Effects,Hideki Okano,,0.6
,,,0,,2150653,,Visual Effects,Nathan Hurlburt,,0.6
,,,0,,2150922,,Visual Effects,Irshad Patel,,0.6
,,,0,,2150923,,Visual Effects,Jean Bennamias,,1.052
,,,0,,2150995,,Visual Effects,Tangi Vaillant,,0.6
,,,0,,2151988,,Visual Effects,Romain Rico,,0.6
,,,0,,2155360,,Visual Effects,Ryan Leonard,,0.6
,,,0,,2156197,,Lighting,Helga Victoria,,0.6
,,,0,,2161910,,Visual Effects,Simon J. Taua'i,,0.6
,,,0,,2177194,,Costume & Make-Up,Katie Goett,,0.6
,,,1,,2177196,,Costume & Make-Up,Bronwyne Sloley,,0.643
,,,2,,2177207,nm3222138,Crew,Joel Hansen,,0.6
,,,0,,2177209,,Art,Benjamin Last,,0.6
,,,0,,2177238,,Crew,Matt Blouin,,0.6
"Sequana Harris,Sequana Joi Harris",1976-12-11,2017-08-17,1,,2177280,nm9203943,Crew,Joi Harris,,0.6
,,,0,,2194178,,Camera,Leon Serginson,,0.6
"Natalie Michalclyshyn,Natalie Michalcyshyn",,,1,,2215282,nm0584617,Art,Natalie Michalchyshyn,,0.6
Brad James Medhurst,,,2,,2216168,nm1021914,Production,Brad Medhurst,,0.994
,,,0,,2284166,,Art,Fred Palacio,,0.6
,,,0,,2308871,,Crew,Jared Nickel,,0.6
,,,0,,2322270,,Lighting,Lawrence Ogden,,0.6
,,,0,,2327438,,Camera,Tim Palgut,,0.6
,,,0,,2356340,,Lighting,Todd Martin,,0.6
,,,2,,2385846,nm9844093,Production,George Dewey,,0.704
,,,0,,2396230,,Writing,Ed McGuinness,,1.642
,,,0,,2470457,,Costume & Make-Up,Marie Clancy,,0.6
,,,0,,2475103,,Art,Marcos Weiss,,0.6
,,,0,,2483368,,Costume & Make-Up,Lynnea Board,,0.6
,,,0,,2497840,,Art,Amber Boorman,,0.98
Robert Weber,,,2,,2505820,,Directing,Robert S. Weber,,0.6
"Adrian Willcocks ,Adrian Willcox",,,0,,2538154,nm1399579,Camera,Adrian Wilcocks,,0.6
,,,0,,2547747,,Camera,Mighty Dan Robinson,,0.6
,,,0,,2579494,,Visual Effects,Gregory Chalenko,,0.6
,,,0,,2583950,,Visual Effects,Zach Groves,,0.695
,,,1,,2583969,,Visual Effects,Tabitha Woodman,,0.6
,,,0,,2684019,,Art,Julia Llanos,,0.6
,,,0,,2748674,,Costume & Make-Up,Davina Faye,,0.6
,,,0,,2758218,,Camera,Amie Gibbins,,0.6
,,,0,,2779984,,Acting,Mohamed Aït Ouyahia,,0.6
,,,0,,2815127,,Lighting,Paul Wojdylo,,0.6
,,,0,,2829269,nm8566177,Art,Sasha Odesse,,0.6
,,,0,,2860447,,Crew,Brock Shekelton,,0.6
,,,0,,2930790,,Visual Effects,Gaeun Lee,,0.6
,,,0,,2930796,,Visual Effects,Bryant Mudd,,0.6
Rebecca Ferguson,,,1,,2970955,nm10167857,Crew,Becky Ferguson,,0.6
,,,0,,2976410,,Visual Effects,Yuliia Kondratova,,0.6
,,,0,,3032163,,Costume & Make-Up,Pepe Mora,,0.98
,,,0,,3105740,,Camera,Tatiana Hopcraft,,0.6
,,,0,,3124240,,Visual Effects,Daniel St-Amant,,0.6
,,,0,,3129822,,Visual Effects,David Ertsinian,,0.6
,,,2,,3131187,nm1806986,Visual Effects,Florian Schroeder,,0.62
,,,0,,3146094,,Costume & Make-Up,Cayley Giene,,0.6
,,,0,,3148015,,Visual Effects,Shivesh Gehlot,,0.6
,,,0,,3148018,,Visual Effects,Stephen James,,0.6
,,,0,,3148022,,Visual Effects,Kristin Pratt,,0.6
,,,0,,3148023,,Visual Effects,Victor Norberg,,0.6
,,,0,,3148024,,Visual Effects,Kunal Chindarkar,,1.22
,,,0,,3148025,,Visual Effects,Miguel Diaz Cachero,,0.6
,,,0,,3148026,,Visual Effects,Marcello P. Carvalho,,0.6
,,,0,,3148027,,Visual Effects,Jose L. De Juan,,0.98
,,,0,,3148030,,Visual Effects,Jamshid Sadat,,0.972
,,,0,,3148031,,Visual Effects,Khushroo Surveyor,,0.6
,,,0,,3148040,,Visual Effects,Menard Jordane,,1.4
,,,0,,3148043,,Visual Effects,Sagar Khorasia,,0.6
,,,0,,3148044,,Visual Effects,Ratnesh Patel,,0.98
Saji Sebin,,,0,,3148045,,Visual Effects,Sebinsaji,,0.6
,,,0,,3148047,,Visual Effects,Ashutosh Surawshi,,0.6
,,,0,,3148074,,Visual Effects,Nikki Snider,,0.6
,,,0,,3148075,,Visual Effects,Shiv Kumar Vishwakarma,,0.828
,,,0,,3148076,,Visual Effects,Yogendra Bundela,,0.6
,,,0,,3148077,,Visual Effects,Pharoah Barrett,,0.6
,,,0,,3148078,,Visual Effects,Prerana Jaiswal,,0.6
,,,0,,3148080,,Visual Effects,Bradley D. Jordan,,0.6
,,,0,,3148082,,Visual Effects,Tesa Kubicek,,0.6
Chintapalli MuraliKrishna,,,0,,3148090,,Visual Effects,Murali Krishna Chintapalli,,0.6
,,,0,,3148092,,Visual Effects,Harsh Mistry,,0.6
,,,0,,3148356,,Art,Kayla Meadows,,0.6
,,,0,,3148359,nm2340202,Art,Aaron Alexander,,0.6
,,,0,,3148364,,Art,Christopher Lee Zammit,,0.6
,,,0,,3148365,,Art,Jadrien Cousens,,0.6
,,,0,,3148366,,Art,Chad Calder,,0.6
Melina Neufeld,,,1,,3148367,,Art,Melina Humphries,,0.6
,,,0,,3148369,,Art,Jake Warren,,0.6
,,,1,,3148373,,Art,Jennifer Abrams,,0.84
,,,1,,3148377,,Art,Jocelyne Lous,,0.6
,,,1,,3148379,,Art,Sophie Graham,,0.6
,,,0,,3148381,,Art,Cristian Arizaga,,0.6
,,,0,,3148384,,Art,Robert Murphy,,0.6
,,,0,,3148388,,Camera,Simon Jori,,0.6
,,,0,,3148392,,Lighting,Geoff Knight,,0.6
,,,0,,3148397,,Camera,Keyon Slowly,,0.6
,,,0,,3148398,,Camera,Sam Stoessiger,,0.6
,,,0,,3148401,,Lighting,Phillip Chadwick,,0.6
,,,0,,3148402,,Lighting,Cat Kitellis,,0.6
,,,0,,3148404,,Lighting,Brian Bjerkness,,0.828
,,,0,,3148405,,Lighting,Ken Gurney,,0.6
,,,0,,3148409,,Camera,Frankie Sharpe,,0.6
,,,0,,3148415,nm6661909,Editing,Adam Michna,,0.6
,,,0,,3148416,,Editing,Chris Van Duyn,,0.6
,,,1,,3148418,,Production,Rebecca Davidson,,0.6
,,,0,,3148419,,Production,Lory Shaye,,0.6
,,,0,,3148424,,Production,Bret Jolliffe,,0.63
,,,0,,3148425,,Production,Geshe Mancini,,0.6
,,,0,,3148427,,Production,Boris Detvaj,,0.6
"Филип Сеймур Хоффман,필립 세이모어 호프만,Philip S. Hoffman,Philip Hoffman,Phillip Seymour Hoffman,Phil Hoffman",1967-07-23,2014-02-02,2,,1233,nm0000450,Acting,Philip Seymour Hoffman,"Fairport, New York, USA",22.246
"Сэм Клафлин,サム・クラフリン",1986-06-27,,2,,237455,nm3510471,Acting,Sam Claflin,"Ipswich, Suffolk, UK",15.838
Lynn Harriette Kay,1933-08-10,2020-02-14,1,,8792,nm0169565,Acting,Lynn Cohen,"Kansas City, Missouri, USA ",2.708
Dorinda Deena Beasley,,,1,,1546955,,Acting,Deena Beasley,,1.052
Leon LaMar,1919-01-01,,2,,80770,nm0482799,Acting,Leon Lamar,"Atlanta, Georgia, USA",1.823
,,,0,,1546956,,Acting,Mandy Neuhaus,,1.066
,2001-06-14,,1,,1383509,nm4794787,Acting,Erika Bierman,"Savannah, Georgia",6.191
"Wilbur. T. Fitzgerald,Wilbur T. Fitzgerald",,,2,,41019,nm0280409,Acting,Wilbur Fitzgerald,,10.208
"Patrick Lincoln ,패트릭 St. 에스프릿",1954-05-18,,2,,117437,nm0820520,Acting,Patrick St. Esprit,"California, USA",11.606
,,,1,,196843,nm0166232,Acting,Jill Jane Clements,,3.529
,,,2,,1243337,nm1792087,Acting,James Sutton,,1.164
" Stephanie Schuland",,,0,,1086221,nm2027654,Acting,Stephanie Leigh Schlund,,0.923
,1971-11-02,,1,,165242,nm0325707,Acting,Meta Golding,"Port-Au-Prince, Haiti",10.392
,1980-07-29,,1,http://www.meganhayes.net,1337049,nm0371154,Acting,Megan Hayes,"Atlanta, Georgia, USA",1.859
,1988-12-17,,1,,1085158,nm2618512,Acting,Stef Dawson,"Canberra, Australia",2.259
,1970-07-27,,2,https://www.jameslogan.net/,1444823,nm0517576,Crew,James Logan,"Dallas, Texas, USA",3.435
" Bruno Gioiello",1968-11-08,,2,,1086222,nm0320234,Acting,Bruno Gunn,"Canton, Ohio, USA",3.149
"Wanda Maria Howell,Wanda Howell,Wanda Marie,Wanda M. Howell",,,1,,80616,nm0398016,Acting,Maria Howell,"Gastonia, North Carolina, USA",5.071
John J. Casino,,,2,,1236043,nm0143751,Crew,John Casino,,1.983
" Mariam Green ,Marian E. Green ,Marion E. Green ,Marion Green ,Miriam Green ,Marian Green-Wagner ,Marian Greene ,Marian Hofstein ,Marion Hofstein",,,1,,1456721,nm0338123,Crew,Marian Green,,2.884
,,,2,,1271445,,Acting,Ravi Naidu,,2.264
Franco Edward Castanuela,1977-08-03,,2,,1416333,nm2681750,Acting,Franco Castan,"Verona, Italy",1.43
,,,2,,1279699,nm4570531,Acting,Jared Allman,,0.766
,,,1,,1502253,nm5209410,Acting,Laura Avnaim,,2.846
,,,1,,1768845,nm5321840,Acting,Noëlle Renée Bercy,,3.835
,1993-12-23,2022-01-26,2,https://mosesmoseley.com/,1502282,nm5232250,Acting,Moses J. Moseley,"Aiken, South Carolina, USA",0.859
프란시스 로렌스,1971-03-26,,2,,10943,nm1349376,Directing,Francis Lawrence," Vienna, Austria",13.208
Joe Drake,,,2,,23541,nm0236944,Production,Joseph Drake,,1.639
,,,2,,27576,nm1173522,Camera,Jo Willems,,1.494
,,,2,,32903,nm0041225,Art,Alan Au,,1.269
"크리스티나 아길레라,クリスティーナ・マリア・アギレラ,クリスティーナ・アギレラ",1980-12-18,,1,http://www.christinaaguilera.com,53397,nm0004694,Acting,Christina Aguilera,"Staten Island, New York, USA",4.372
,,,2,,57631,nm0064479,Writing,Simon Beaufoy,,5.19
,,,2,,66513,nm0363200,Production,Jeffrey Harlacker,,1.145
"Coldplay ",1977-03-02,,2,,81129,nm1112874,Acting,Chris Martin,"Exeter, Devon, England",8.581
,,,2,,935493,nm2002499,Production,John McAlary,,0.736
"Alli Shearmur,Allison Sheamur",1963-10-23,2018-01-19,1,,971840,nm1903054,Production,Allison Shearmur,"Manhattan, New York, USA",1.75
Elena Jane Goulding,1986-12-30,,1,http://elliegoulding.co.uk/,1024736,nm3716110,Acting,Ellie Goulding,"Hereford, Herefordshire, England, UK",2.543
,,,0,,1212071,nm0885021,Production,Tannis Vallely,,2.751
Imagine Dragons,1987-07-14,,2,,1314952,nm5558239,Acting,Dan Reynolds,"Las Vegas, Nevada, USA",11.084
"Kenneth D. Lavet,Kenneth Lavet",,,2,,1433917,nm0491981,Production,Ken Lavet,,1.264
Ella Marija Lani Yelich O'Connor,1996-11-07,,1,https://lorde.co.nz/,1452131,nm5941025,Acting,Lorde,"Auckland, New Zealand",1.762
,,,0,,1455993,nm2360781,Art,Adam Davis,,1.052
,,,0,,1496418,nm0272740,Visual Effects,Mitchell Ferm,,0.694
,,,1,,1538148,nm0666031,Sound,Alexandra Patsavas,"Chicago, Illinois, USA",1.18
,,,2,,1546957,nm0565046,Production,Adam McCarthy,,0.695
,,,0,,1546958,,Crew,Andrew Ryan Turner,,0.609
,,,0,,1546960,,Visual Effects,Vanessa Joyce,,0.6
,,,0,,1546961,,Crew,Anne Ford,,0.6
,,,0,,1546962,,Art,Sheila Nash,,0.6
,,,2,,4145772,,Crew,Benjamin Huber,,0.6
Vivica Fox,1964-07-30,,1,https://www.vivicafox.com/,2535,nm0000407,Acting,Vivica A. Fox,"South Bend, Indiana, USA",17.093
"Дэрил Ханна,Darryl Hannah,dhlovelife,DH Lovelife,Daryl Christine Hannah,ダリル・ハンナ,Деріл Ханна",1960-12-03,,1,,589,nm0000435,Acting,Daryl Hannah,"Chicago, Illinois, USA",22.994
,1936-12-08,2009-06-03,2,,141,nm0001016,Acting,David Carradine,"Hollywood, Los Angeles, California, USA",17.539
"Maykl Medsen ,Майкл Медсен,Michael Søren Madsen",1957-09-25,,2,http://michaelmadsen.com,147,nm0000514,Acting,Michael Madsen,"Chicago, Illinois, USA",28.757
栗山千明,1984-10-10,,1,http://www.chiakikuriyama.net/,2538,nm0475752,Acting,Chiaki Kuriyama,"Tsuchiura, Japan",13.04
"千葉真一,Sonny Chiba,千叶真一,Сонни Чиба,Сонни Тиба,Синъити Тиба",1939-01-23,2021-08-19,2,https://louisandleaves.com/,2537,nm0002002,Acting,Shin'ichi Chiba," Fukuoka, Fukuoka Prefecture, Japan",8.128
"Gordon Li, 劉家輝,Liu Brothers,Master Killer,유가휘,刘家辉,Chia-hui Liu,Jin-hsi Shin,Ka-fai Lau,Ka-fei Lau,Lau Ga-fai,Lau Ka-fei,Lau Kar-fai,Lau Kar-fei,Lau Kir-fai,Liu Chia-fai,Liu Jia-hui,冼锦熙",1951-08-22,,2,https://www.gordon-liu.com,240171,nm0514904,Acting,Gordon Liu Chia-hui,"Foshan, China",14.345
"Kunimura Jun,國村隼,쿠니무라 준,国村隼",1955-11-16,,2,,2541,nm0475165,Acting,Jun Kunimura,"Kumamoto, Japan",14.973
"Kenji Takahashi,高橋 健二,Takahashi Kenji,大葉 健二,Ōba Kenji,大叶健二",1955-02-05,,2,,138435,nm0644979,Acting,Kenji Ohba,"Matsuyama, Ehime Prefecture, Japan",8.697
"風祭ゆき,风祭由纪",1953-08-15,,1,,545394,nm0443569,Acting,Yuki Kazamatsuri,"Tokyo, Japan",12.058
"佐藤佐吉,さとう さきち, Sakichi Sato",1964-05-13,,2,http://narrow.jp/talent/3722,58616,nm0766499,Acting,Sakichi Satō,"Osaka, Japan",3.596
"Johnathan Loughran,John Loughran",1966-01-01,,2,,58477,nm0521781,Acting,Jonathan Loughran,"Willow Grove, Pennsylvania, USA",7.97
"森下能幸,모리사타 요시유키,يوشيوكي موريشيتا,يوشيوكى موريشيتا,Morisita Josijuki,Γιοσιγιούκι Μορισίτα,Морисита, Ёсиюки",1962-12-04,,2,,79458,nm0605676,Acting,Yoshiyuki Morishita,"Tokyo, Japan",3.458
岛口哲郎,1970-05-13,,2,,1594799,nm1532998,Acting,Tetsuro Shimaguchi,,0.84
"Kitamura Kazuki,Yasushi Kitamura,Ko Kitamura,北村一輝,きたむら かずき,北村康,키타무라 카즈키,北村一辉,Кадзуки Китамура",1969-07-17,,2,https://kazuki.fanmo.jp/,2542,nm0457556,Acting,Kazuki Kitamura,"Higashisumiyoshi-ku, Osaka Prefecture, Japan",12.221
"田中要次,Yôji Tanaka,Yōji Tanaka,BoBA,Youji Tanaka,타나카 요지",1963-08-08,,2,,115659,nm0849093,Acting,Yoji Tanaka,"Nagano Prefecture, Japan",8.59
"山中聡,山中聪",1972-01-30,,2,,121751,nm0945538,Acting,Sō Yamanaka,"Ibaraki, Japan",4.088
"Julie Manase,真瀬樹里,真濑树里",1975-01-01,,1,,1253578,nm0541300,Acting,Juri Manase,"Tokyo, Japan",5.865
"麿赤児,麿赤兒,磨赤儿",1943-02-23,,2,,2544,nm0549457,Acting,Akaji Maro,"Kanazawa, Prefettura di Ishikawa, Giappone",5.117
"大門伍朗,大门伍朗",,,2,,1369182,nm1533635,Acting,Goro Daimon,,1.388
"Masamichi Shibuya,Sugata Shun,菅田俊,渋谷昌道",1955-02-17,,2,,9193,nm0837452,Acting,Shun Sugata,"Yamanashi, Japan",5.144
"Zhan Jin Zhan,Jin Zhan Zhan,Jinzhan Zhang,张进战",1952-01-01,,2,,1389612,nm0423157,Acting,Zhang Jinzhan,"Beijing, China",0.656
,,,0,,1624147,,Acting,Hu Xiaohui,,0.656
,,,1,,4026,nm1549953,Acting,Ambrosia Kelley,,2.855
藤山幸子,,,1,,1314989,nm1534200,Acting,Sachiko Fujii,,2.983
"Shulan Noma,Shulan Tabish,Shu Lan Noma",,,1,,209417,nm1234674,Acting,Shu Lan Tuan,,4.363
