title,year,imdbid,id,rating
To Have and to Hold,2006,0876154,4848,3
"Lake House, The",2006,0410297,4856,3
"Break Up, The",2006,0452594,4892,1
Sherrybaby,2006,0423169,4899,3
Poseidon,2006,0409182,4918,2
Bordertown,2006,0445935,4939,3
Altered,2006,0457275,5016,0
Dead &amp; Deader,2006,0770739,5049,1
Bug,2006,0470705,5088,3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,0443453,5158,1
"Da Vinci Code, The",2006,0382625,5191,1
Reprise,2006,0827517,5213,1
Candy,2006,0424880,5233,3
Elephants Dream,2006,0807840,5248,0
High School Musical,2006,0475293,5249,3
Poultrygeist: Night of the Chicken Dead,2006,0462485,5262,1
A fost sau n-a fost?,2006,0809407,5287,1
"Hello Sister, Goodbye Life",2006,0476013,5288,3
Apocalypto,2006,0472043,5306,3
Click,2006,0389860,5358,3
"Librarian: Return to King Solomon&#39;s Mines, The",2006,0455596,5424,1
Hollywoodland,2006,0427969,5511,2
Cow Belles,2006,0489007,5519,3
Barbie in the 12 Dancing Princesses,2006,0859594,5549,3
"Pink Panther, The",2006,0383216,5552,1
Lonely Hearts,2006,0441774,5585,3
Mission: Impossible III,2006,0317919,5606,1
"Good German, The",2006,0452624,5675,1
Kamome Diner,2006,0483022,5704,3
Dreamgirls,2006,0443489,5815,3
Day Night Day Night,2006,0499455,5834,3
Grandma&#39;s Boy,2006,0456554,5840,3
"Barbie Diaries, The",2006,0795338,5868,3
Babel,2006,0449467,5925,3
Grbavica,2006,0464029,6038,3
5ive Girls,2006,0494199,6137,3
This is England,2006,0480025,6151,3
"Unknown Woman, The",2006,0494271,6168,3
Accepted,2006,0384793,6194,1
"Covenant, The",2006,0475944,6352,3
Beerfest,2006,0486551,6401,3
Tales from the Grudge,2006,0877368,6445,3
Saw III,2006,0489270,6450,3
U,2006,0486731,6456,3
Another Gay Movie,2006,0443431,6526,3
Madea&#39;s Family Reunion,2006,0455612,6574,0
All The King&#39;s Men,2006,0405676,6762,1
Madeinusa,2006,0476298,6869,3
Bleach: Memories of Nobody,2006,1105263,6903,3
&quot;Masters of Horror&quot; Pick Me Up,2006,0643110,7038,2
&quot;Masters of Horror&quot; Haeckel&#39;s Tale,2006,0643106,7039,0
&quot;Masters of Horror&quot; Imprint,2006,0757061,7044,0
&quot;Masters of Horror&quot; Family,2006,0782399,7070,2
&quot;Masters of Horror&quot; The V Word,2006,0817401,7085,0
"Hills Have Eyes, The",2006,0454841,7088,3
&quot;Masters of Horror&quot; Pelts,2006,0779496,7090,1
&quot;Masters of Horror&quot; The Screwfly Solution,2006,0833098,7096,3
&quot;Masters of Horror&quot; Sounds Like,2006,0817400,7103,0
&quot;Masters of Horror&quot; Pro-Life,2006,0785532,7114,3
&quot;Masters of Horror&quot; Valerie on the Stairs,2006,0805420,7117,3
Hannah Montana,2006,0493093,7264,1
Peliculas para no dormir: Adivina quien soy,2006,0461826,7315,3
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,0430164,7293,3
Peliculas para no dormir: Para entrar a vivir,2006,0477311,7299,3
Peliculas para no dormir: La culpa,2006,0449144,7303,3
Peliculas para no dormir: Regreso a Moira,2006,0460897,7309,1
Barnyard,2006,0414853,7366,3
"Prince &amp; Me II: The Royal Wedding, The",2006,0477072,7550,3
Monmon the Water Spider,2006,0768132,7567,0
Step Up,2006,0462590,7596,3
Conversations with God,2006,0489682,7624,1
Happy Feet,2006,0366548,7637,3
Scary Movie 4,2006,0362120,7679,3
RV,2006,0449089,7793,3
Tenacious D in the Pick of Destiny,2006,0365830,7812,0
Glory Road,2006,0385726,7977,3
La vie secr&egrave;te des gens heureux,2006,0807965,8033,1
Que tan lejos,2006,0951297,8060,3
La noche de los girasoles,2006,0456111,8412,2
Ferfiakt,2006,0830896,8529,1
Wedding Wars,2006,0823158,8549,2
Tales from Earthsea,2006,0495596,8644,1
Sideline Secrets,2006,0413268,8723,3
Miami Vice,2006,0430357,8871,1
Behind the Mask: The Rise of Leslie Vernon,2006,0437857,9091,1
"Fast and the Furious: Tokyo Drift , The",2006,0463985,9119,1
Heartbreak Hotel,2006,0785002,9188,1
"Wicker Man, The",2006,0450345,9190,1
Away from Her,2006,0491747,9203,3
"Shaggy Dog, The",2006,0393735,9237,2
Talladega Nights: The Ballad of Ricky Bobby,2006,0415306,9272,2
failure to launch,2006,0427229,9277,1
World Trade Center,2006,0469641,9296,2
Rosso come il cielo,2006,0450121,9471,1
Over the Hedge,2006,0327084,9472,3
Rocky Balboa,2006,0479143,9724,1
"Hard Corps, The",2006,0462329,9742,3
Second in Command,2006,0458471,9744,0
Pledge This!,2006,0417056,9783,3
Deja Vu,2006,0453467,10035,1
Wordplay,2006,0492506,10011,3
Outsourced,2006,0425326,10122,1
Night of the Living Dead 3D,2006,0489244,10209,3
Eight Below,2006,0397313,10268,0
My Super Ex-Girlfriend,2006,0465624,10284,3
H2O: Just Add Water,2006,0491603,10555,3
Open Water 2: Adrift,2006,0470055,10573,3
"Marine, The",2006,0419946,10578,3
Death Proof,2007,1028528,7,3
Futurama: Bender's Big Score,2007,0471711,8,2
Juno,2007,0467406,9,3
Next,2007,0435705,11,2
Outlaw,2007,0758771,12,1
Ratatouille,2007,0382932,14,1
Rush Hour 3,2007,00293564,16,1
Resident Evil: Extinction,2007,0432021,17,3
"Brave One, The",2007,0476964,20,3
"Man from Earth, The",2007,0756683,25,1
Shrek the Third,2007,0413267,26,3
Premonition,2007,0477071,27,3
Planet Terror,2007,1077258,29,3
88 Minutes,2007,0411061,30,1
"Bucket List, The",2007,0825232,103,1
Wool 100%,2007,0884819,166,3
Pirates of the Caribbean: At World&#39;s End,2007,0449088,169,3
There Will Be Blood,2007,0469494,177,0
Knocked Up,2007,0478311,180,3
Hairspray,2007,0427327,188,3
Son of Rambow,2007,0845046,240,1
Persepolis,2007,0808417,295,3
Tropa de Elite,2007,0861739,312,3
Into the Wild,2007,0758758,313,1
No Reservations,2007,0481141,327,3
Stardust,2007,0486655,335,3
Hot Fuzz,2007,0425112,351,1
Harry Potter and the Order of the Phoenix,2007,0373889,373,3
Towelhead,2007,0787523,381,3
Fred Claus,2007,0486583,410,1
"Simpsons Movie, The",2007,0462538,417,3
Hot Rod,2007,0787475,419,1
Transformers,2007,0418279,422,3
Then She Found Me,2007,0455805,462,3
Ocean's Thirteen,2007,0496806,476,1
Disturbia,2007,0486822,479,3
"Golden Compass, The",2007,0385752,487,3
"Savages, The",2007,0775529,490,3
Import/Export,2007,0459102,526,3
Vacancy,2007,0452702,546,0
I Am Legend,2007,0480249,549,3
Sunshine,2007,0448134,585,1
"Darjeeling Limited, The",2007,0838221,600,1
Sweeney Todd: The Demon Barber of Fleet Street,2007,0408236,630,1
Paranormal Activity,2007,1179904,667,3
Superbad,2007,0829482,651,3
"Kite Runner, The",2007,0419887,652,0
No Country for Old Men,2007,0477348,686,3
Becoming Jane,2007,0416508,738,3
Waitress,2007,0473308,755,3
Bring It On: In It to Win It,2007,0972785,761,3
P.S. I Love You,2007,0431308,766,3
Enchanted,2007,0461770,777,3
Live Free or Die Hard,2007,0337978,842,1
3:10 to Yuma,2007,0381849,843,0
Wild Hogs,2007,0486946,918,1
Evening,2007,0765447,948,3
Atonement,2007,0783233,949,3
Diary of the Dead,2007,0848557,964,3
Crashing,2007,0475243,995,2
Charlie Bartlett,2007,0423977,1008,2
White Noise 2: The Light,2007,0496436,1045,1
"World Unseen, The",2007,1048174,1339,3
Lynch,2007,1032207,1438,1
After Sex,2007,0465375,1344,3
Brooklyn Rules,2007,0283503,1578,3
Shooter,2007,0822854,1184,1
Teeth,2007,0780622,1196,3
Hitman,2007,0465494,1283,0
"Orphanage, The",2007,0464141,1285,3
Itty Bitty Titty Committee,2007,0496328,1115,3
Cocalero,2007,0925230,1439,3
"Jane Austen Book Club, The",2007,0866437,1151,3
"Lookout, The",2007,0427470,1167,3
Free Rainer,2007,0810868,1524,2
Death at a Funeral,2007,0795368,1522,3
XXY,2007,0995829,1552,3
Vexille,2007,0970472,1466,3
"Bad Mother&#39;s Handbook, The",2007,0909010,1671,3
Ninas Mal,2007,0806940,1706,3
Ekusute (Exte: Hair Extensions),2007,0904049,1713,3
Trick &#39;r Treat,2007,0862856,1715,3
Love Songs,2007,0996605,1741,3
Appleseed Saga: Ex Machina,2007,1043842,1764,3
"Band&#39;s Visit, The",2007,1032856,1799,1
Tricks,2007,1094278,1802,3
"4 Months, 3 Weeks and 2 Days",2007,1032846,1806,3
Beaufort,2007,0758732,1808,0
St. Trinian&#39;s,2007,0964587,1840,3
"Diving Bell and the Butterfly, The",2007,0401383,1868,2
Michael Clayton,2007,0465538,1889,2
How About You,2007,0887745,1899,3
Mr. Magorium&#39;s Wonder Emporium,2007,0457419,1903,0
Auf der anderen Seite,2007,0880502,1925,3
5 Centimeters Per Second,2007,0983213,1939,1
Meet the Robinsons,2007,0396555,1945,1
Watching the Detectives,2007,0472205,2111,1
30 Days of Night,2007,0389722,2130,2
28 Weeks Later,2007,0463854,2131,3
"Visitor, The",2007,0857191,2147,3
Music and Lyrics,2007,0758766,2170,3
Arranged,2007,0848542,2248,3
Year of the dog,2007,0756729,2207,3
King of California,2007,0388182,2341,1
"Signal, The",2007,0780607,2364,2
Gone Baby Gone,2007,0452623,2371,3
Margot at the Wedding,2007,0757361,2409,3
Bratz,2007,0804452,2472,3
Hostel: Part II,2007,0498353,2473,3
Eagle vs Shark,2007,0494222,2478,3
Fracture,2007,0488120,2519,1
Young People Fucking,2007,0913445,2529,1
Charlie Wilson&#39;s War,2007,0472062,2574,3
Breach,2007,0401997,2581,1
"Condemned, The",2007,0443473,2597,1
Sword of the Stranger,2007,1121794,2601,3
Northanger Abbey,2007,0844794,2604,3
Shelter,2007,0942384,2621,1
My Blueberry Nights,2007,0765120,2655,3
Cutlass,2007,1107809,2676,3
"Man from London, The",2007,0415127,2743,3
Lars and the real Girl,2007,0805564,2795,3
Steam,2007,0892100,2856,3
In the Arms of My Enemy,2007,0814795,2976,0
"Ensemble, c&#39;est tout",2007,0792965,2992,3
I Could Never Be Your Woman,2007,0466839,3012,3
Death Defying Acts,2007,0472071,3013,3
Welcome to the Quiet Room,2007,0997174,3015,3
Eastern Promises,2007,0765443,3069,3
Beowulf,2007,0442933,3086,3
La vie en rose,2007,0450188,3129,3
Sydney White,2007,0815244,3151,3
1408,2007,0450385,3206,3
Elizabeth: The Golden Age,2007,0414055,3230,3
"Nanny Diaries, The",2007,0489237,3308,3
"Mist, The",2007,0884328,3324,3
Bridge to Terabithia,2007,0398808,3333,3
Timecrimes,2007,0480669,3343,0
"Secret, The",2007,0446463,3344,3
Salvation,2007,0860528,3424,1
Fermat&#39;s Room,2007,1016301,3438,0
Irina Palm,2007,0762110,3474,3
Gone,2007,0482374,3494,3
Black Water,2007,0816436,3545,3
La reine soleil,2007,0459959,3547,3
Negative Happy Chain Saw Edge,2007,1024856,3577,0
If I Had Known I Was a Genius,2007,0758753,3604,2
Dan in Real Life,2007,0480242,3615,3
Ballet Shoes,2007,1083845,3617,3
Inside,2007,0856288,3629,3
[Rec],2007,1038988,3646,3
Halloween,2007,0373883,3655,3
Ten Inch Hero,2007,0829297,3663,3
Caramel,2007,0825236,3707,2
Evangelion: 1.0: You Are (Not) Alone,2007,0923811,3731,3
We Are the Strange,2007,0923985,3774,0
Blades of Glory,2007,0445934,3777,3
TMNT,2007,0453556,3811,1
99 francs,2007,0875113,3899,1
Out at the Wedding,2007,0488023,3935,3
Naissance des pieuvres,2007,0869977,3989,3
Before the Devil Knows You&#39;re Dead,2007,0292963,4001,2
I Know Who Killed Me,2007,0897361,4007,3
Across the Universe,2007,0445922,4028,3
"Number 23, The",2007,0481369,4029,1
Barbie as the Island Princess,2007,1092053,4040,3
Numb,2007,0795439,4044,1
Se upp f&ouml;r d&aring;rarna,2007,0959342,4060,3
Bhool Bhulaiyaa,2007,0995031,4121,1
Fat Like Me,2007,0889600,4158,3
She&#39;s a Boy I Knew,2007,1095496,4152,3
"King of Kong: A Fistful of Quarters, The",2007,0923752,4153,1
We Own the Night,2007,0498399,4162,0
Hannibal Rising,2007,0367959,4209,1
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",2007,1077274,4264,3
Bratz: Fashion Pixiez,2007,2330312,4313,3
Because I Said So,2007,0490084,4439,3
Imprint,2007,0816530,4728,3
La torre de Suso,2007,0896986,4757,1
Whisper,2007,0435528,4762,2
Breakfast with Scot,2007,0910847,4800,1
Days and Clouds,2007,0887732,4833,3
Far North,2007,0860866,4886,3
Dark Mirror,2007,0486651,4963,3
P2,2007,0804516,4984,3
Flight of the Living Dead,2007,0780583,5055,3
Freedom Writers,2007,0463998,5496,1
"Life Before Her Eyes, The",2007,0815178,5028,3
"Messengers, The",2007,0425430,5042,3
American Zombie,2007,0765430,5045,3
"Tracey Fragments, The",2007,0801526,5071,3
Fantastic Four: Rise of the Silver Surfer,2007,0486576,5075,3
Chakde! India,2007,0871510,5146,3
Shrooms,2007,0492486,5204,3
Smiley Face,2007,0780608,5245,3
2 Days in Paris,2007,0841044,5291,3
Transmorphers,2007,0960835,5328,3
Shut em up,2007,0465602,5451,1
Gracie,2007,0441007,5461,3
Spider-Man 3,2007,0413300,5483,2
"Lust, Caution",2007,0808357,5501,3
Mataharis,2007,0780565,5509,3
"Bourne Ultimatum, The",2007,0440963,5530,2
"So, You&#39;ve Downloaded a Demon",2007,0348062,5583,3
Dead Silence,2007,0455760,5628,1
Norbit,2007,0477051,5662,2
Ex Drummer,2007,0812243,5769,1
Ha-Sodot (The Secrets),2007,0782867,5930,3
Racing Daylight,2007,0840363,5995,3
High School Musical 2 (TV Movie),2007,0810900,6057,3
Dialogue avec mon jardinier,2007,0825244,6286,1
&quot;The Backyardigans&quot; International Super Spy,2007,1095573,6381,2
Saw IV,2007,0890870,6454,3
Epic Movie,2007,0799949,6577,3
"Brothers Solomon, The",2007,0784972,6578,2
Nancy Drew,2007,0479500,6603,3
"Run, Fatboy, Run",2007,0425413,6616,1
Grandpa for Christmas,2007,0950740,6617,3
Flatland: The Movie,2007,0814106,6631,2
"Babysitters, The",2007,0796302,6735,3
Les deux mondes,2007,0808230,6759,2
I&#39;m Not There.,2007,0368794,6795,1
Shotgun Stories,2007,0952682,6828,3
Bleach Movie 2: The Diamond Dust Rebellion,2007,1148261,6905,2
Control,2007,0421082,6987,2
Awake,2007,0211933,7001,3
Lions for lambs,2007,0891527,7078,0
Las 13 rosas,2007,0809533,7079,3
&quot;Masters of Horror&quot; Right to Die,2007,0871197,7121,1
&quot;Masters of Horror&quot; We All Scream for Ice Cream,2007,0817402,7125,3
&quot;Masters of Horror&quot; The Black Cat,2007,0785533,7128,0
&quot;Masters of Horror&quot; The Washingtonians,2007,0854548,7129,3
&quot;Masters of Horror&quot; Dream Cruise,2007,0868394,7131,1
Lucky Blue,2007,0971205,7140,0
Cafe com Leite,2007,1166805,7142,0
Reine Geschmacksache,2007,0838192,7153,3
Zodiac,2007,0443706,7251,1
Meduzot,2007,0807721,7349,3
American Gangster,2007,0765429,7395,1
Bee Movie,2007,0389790,7519,1
"Last Mimzy, The",2007,0768212,7556,3
Viva,2007,0393956,7584,3
It&#39;s a Free World...,2007,0807054,7711,3
Barbie Fairytopia: Magic of the Rainbow,2007,1007920,7714,3
Cleaner,2007,0896798,7773,1
Est&ocirc;mago,2007,1039960,7796,0
"Reaping, The",2007,0444682,7973,3
Pok&eacute;mon: The Rise of Darkrai,2007,1226251,8513,3
"Water Horse, The",2007,0760329,8525,0
"Assassination of Jesse James by the Coward Robert Ford, The",2007,0443680,8535,1
Aliens vs. Predator: Requiem,2007,0758730,8576,3
Rosa: The Movie,2007,0997260,8732,3
American Pie Presents: Beta House,2007,0974959,9002,2
Underdog,2007,0467110,9240,1
"Heartbreak Kid, The",2007,0408839,9247,2
Hungry Bitches,2007,1765847,9352,3
Mr. Bean&#39;s Holiday,2007,0453451,9424,0
Ghost Rider,2007,0259324,9451,0
A Perfect Stranger,2007,0457433,9476,3
Steak,2007,0889665,9627,0
"Air I Breathe, The",2007,0485851,9803,3
Suburban Girl,2007,0428579,9805,2
David Lynch Cooks Quinoa,2007,8021928,10054,0
Christmas Is Here Again,2007,0762148,10306,3
H&auml;nde weg von Mississippi,2007,0943232,10078,3
August Rush,2007,0426931,10107,3
Under the Same Moon,2007,0796307,10126,3
National Treasure: Book of Secrets,2007,0465234,10130,3
Surfs Up,2007,0423294,10203,1
This Christmas,2007,0937375,10227,3
Chill Out Scooby Doo,2007,1097636,10379,3
Rain Shadow,2007,1116560,10438,2
Starship Troopers 3: Marauder,2008,0844760,1,3
WALL-E,2008,0910970,3,1
"Bank Job, The",2008,0200465,19,3
Jumper,2008,0489099,28,1
In Bruges,2008,0780536,34,1
21,2008,0478087,47,3
"Dark Knight, The",2008,0468569,66,3
"Love Guru, The",2008,0811138,60,1
Hancock,2008,0448157,61,0
"Mutant Chronicles, The",2008,0490181,65,1
Nim&#39;s Island,2008,0410377,73,3
Get Smart,2008,0425061,74,1
Wanted,2008,0493464,80,1
Futurama: The Beast with a Billion Backs,2008,1054485,81,2
Baby Mama,2008,0871426,140,3
Birds of America,2008,1029134,141,3
Be Kind Rewind,2008,0799934,145,1
Vantage Point,2008,0443274,176,3
Iron Man,2008,0371746,190,2
What Happens In Vegas,2008,1033643,191,3
Burn After Reading,2008,0887883,189,1
Speed Racer,2008,0811080,192,3
Meet Dave,2008,0765476,193,1
Journey to the Center of the Earth,2008,0373051,194,1
"Incredible Hulk, The",2008,0800080,195,1
Appaloosa,2008,0800308,196,1
Nick and Norah&#39;s Infinite Playlist,2008,0981227,197,3
27 Dresses,2008,0988595,212,3
Hellboy II: The Golden Army,2008,0411477,214,1
Role Models,2008,0430922,217,1
Bolt,2008,0397892,220,3
Death Race,2008,0452608,222,1
Gomorra,2008,0929425,233,1
Transporter 3,2008,1129442,241,0
Milk,2008,1013753,242,1
Vicky Cristina Barcelona,2008,0497465,245,3
Slumdog Millionaire,2008,1010048,251,1
Frozen River,2008,0978759,252,3
Doubt,2008,0918927,254,3
Step Brothers,2008,0838283,260,1
Tropic Thunder,2008,0942385,263,0
"Lucky Ones, The",2008,0981072,265,3
"Reader, The",2008,0976051,273,1
Revolutionary Road,2008,0959337,275,3
Resident Evil: Degeneration,2008,1174954,279,3
"Wrestler, The",2008,1125849,285,1
Changeling,2008,0824747,286,3
"Day the Earth Stood Still, The",2008,0970416,298,3
Yes Man,2008,1068680,305,1
Inkheart,2008,0494238,306,3
Max Payne,2008,0467197,309,3
Bedtime Stories,2008,0960731,310,3
Mamma Mia!,2008,0795421,316,3
Futurama: Bender&#39;s Game,2008,1054486,338,1
Sunshine Cleaning,2008,0862846,346,3
Miss Pettigrew Lives for a Day,2008,0970468,350,3
"Women, The",2008,0430770,355,3
Blindness,2008,0861689,380,3
Pineapple Express,2008,0910936,384,2
Taken,2008,0936501,428,3
"Eye, The",2008,0406759,429,3
CJ7 (Changjiang 7 hao),2008,0940709,447,1
Eagle Eye,2008,1059786,463,1
High School Musical 3: Senior Year,2008,0962726,464,3
Quantum of Solace,2008,0830515,465,1
Gake no ue no Ponyo,2008,0876563,469,3
Flash of Genius,2008,1054588,470,1
Tinker Bell,2008,0823671,473,3
Fashion,2008,0964516,492,3
"Hurt Locker, The",2008,0887912,495,1
Rachel Getting Married,2008,1084950,499,3
Easy Virtue,2008,0808244,500,3
Twilight,2008,1099212,501,3
Gran Torino,2008,1205489,502,2
Che: Part One,2008,0892255,503,1
"Curious Case of Benjamin Button, The",2008,0421715,504,3
Ghost Town,2008,0995039,513,1
"Beaches of Agnes, The",2008,1129435,523,3
"Alphabet Killer, The",2008,0818165,540,3
Quarantine,2008,1082868,541,3
Repo! The Genetic Opera,2008,0963194,542,3
"Definitely, Maybe",2008,0832266,545,3
Franklyn,2008,0893402,584,2
L&aring;t den r&auml;tte komma in (Let the Right One In),2008,1139797,668,1
Kung Fu Panda,2008,0441773,728,3
Three wise men,2008,1270769,730,1
Kataude mashin garu,2008,1050160,740,3
Sex and the City,2008,1000774,747,3
Fanboys,2008,0489049,768,0
Ai no mukidashi,2008,1128075,770,3
Okuribito (Departures),2008,1069238,819,3
Birdemic,2008,1316037,829,3
Cloverfield,2008,1060277,889,3
Ciao,2008,0870089,883,0
"Sisterhood of the Traveling Pants 2, The",2008,1018785,902,3
Four Christmases,2008,0369436,903,3
"Secret Life of Bees, The",2008,0416212,927,3
Pontypool,2008,1226681,952,0
I&#39;ve Loved You So Long,2008,1068649,985,3
Frost/Nixon,2008,0870111,990,1
City of Ember,2008,0970411,1013,3
"House Bunny, The",2008,0852713,1014,3
Indiana Jones and the Kingdom of the Crystal Skull,2008,0367882,1050,1
My Prison Yard,2008,1103193,1583,3
"Chronicles of Narnia: Prince Caspian, The",2008,0499448,1590,3
Dim Sum Funeral,2008,1216477,1548,3
Stargate: Continuum,2008,0929629,1586,1
Happy-Go-Lucky,2008,1045670,1290,3
God&#39;s Forgotten Town,2008,1077084,1178,3
Step Up 2: The Streets,2008,1023481,1104,3
El regalo,2008,1305138,1107,2
Horton Hears a Who!,2008,0451079,1142,1
"Forbidden Kingdom, The",2008,0865556,1143,1
Marley &amp; Me,2008,0822832,1144,2
Igor,2008,0465502,1161,2
Passengers,2008,0449487,1164,3
"Gamers: Dorkness Rising, The",2008,0447166,1516,3
Mesrine: Killer Instinct,2008,1259014,1443,1
Miracle at St. Anna,2008,1046997,1451,2
Helen,2008,1288589,1492,3
RocknRolla,2008,1032755,1495,1
Lorna&#39;s Silence,2008,1186369,1504,3
Stargate: The Ark of Truth,2008,0942903,1585,3
Wild Child,2008,1024255,1394,3
Martyrs,2008,1029234,1398,3
"Synecdoche, New York",2008,0383028,1616,3
Sauna,2008,1124394,1628,1
"Other Boleyn Girl, The",2008,0467200,1641,3
"Tale of Despereaux, The",2008,420238,1674,3
Fireproof,2008,1129423,1709,2
Dance of the Dead,2008,0926063,1718,1
French Film,2008,0986230,1744,3
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),2008,0938341,1746,1
Wendy and Lucy,2008,1152850,1749,3
Waltz with Bashir,2008,1185616,1751,0
Chi bi (Red Cliff),2008,0425637,1757,1
My Only Sunshine,2008,1370212,1801,3
"Sky Crawlers, The",2008,1056437,1829,3
Forgetting Sarah Marshall,2008,0800039,1891,3
Australia,2008,0455824,1892,2
Ashes of Time Redux,2008,0109688,1912,1
Killshot,2008,0443559,1915,1
Mad Money,2008,0951216,2022,3
Sut,2008,1284591,2056,1
Damn Bastard!,2008,1056444,2078,0
American Violet,2008,1152397,2082,3
S&eacute;raphine,2008,1048171,2094,3
Seven Pounds,2008,0814314,2116,3
Coco Chanel,2008,1094661,2118,3
Goodbye Solo,2008,1095442,2203,1
Bi the Way,2008,0951257,2257,3
Phoebe in Wonderland,2008,1034325,2259,3
Zombie Strippers!,2008,0960890,2269,3
Hamlet 2,2008,1104733,2274,3
Deception,2008,0800240,2331,1
What Doesn&#39;t Kill You,2008,1133991,2342,1
"Loss of a Teardrop Diamond, The",2008,0896031,2357,3
"Brothers Bloom, The",2008,0844286,2424,3
Rough Aunties,2008,1179080,2460,3
Rain,2008,0965440,2461,3
35 Shots of Rum,2008,1100048,2516,3
Everlasting Moments,2008,0961066,2614,3
Examined Life,2008,1279083,2694,3
Adulthood,2008,1126596,2832,2
Valkyrie,2008,0985699,2841,1
Bonnie &amp; Clyde vs. Dracula,2008,1117379,2843,3
Outpost,2008,0892899,2858,0
"World is Big and Salvation Lurks Around the Corner, The",2008,1178197,2860,1
Transsiberian,2008,0800241,2968,3
Merlin,2008,1199099,2996,3
One Million Yen Girl,2008,1077094,3016,3
While She Was Out,2008,0887971,3020,3
Sita Sings the Blues,2008,1172203,3029,1
"No. 1 Ladies&#39; Detective Agency, The",2008,1356380,3072,3
Day of the Dead,2008,0489018,3128,3
"Angus, Thongs and Perfect Snogging",2008,0963743,3182,3
Herb &amp; Dorothy,2008,1227929,3281,3
Barbie and the Diamond Castle,2008,1294138,3288,3
Three Kingdoms: Resurrection of the Dragon,2008,0882978,3304,1
Lion&#39;s Den,2008,1022606,3381,3
Diary of a Nymphomaniac,2008,1111890,3444,3
I Sell the Dead,2008,0902290,3457,1
"Duchess, The",2008,0864761,3461,3
Paris 36,2008,0948535,3466,1
"Edge of Love, The",2008,0819714,3467,3
La belle personne,2008,1263778,3510,3
Were the World Mine,2008,0476991,3512,3
"Strangers, The",2008,0482606,3612,3
Ghost in the Shell 2.0,2008,1260502,3693,3
Defiance,2008,1034303,3711,3
Doomsday,2008,0483607,3758,3
Management,2008,1082853,3965,2
Fly Me to the Moon,2008,0486321,3998,0
Pirates II: Stagnetti&#39;s Revenge,2008,1266097,4026,3
"Baader Meinhof Complex, The",2008,0765432,4030,3
"Welcome Home, Roscoe Jenkins",2008,0494652,4046,3
Dante 01,2008,0487928,4483,3
Older Than America,2008,0932669,4730,3
Seventh Moon,2008,1052040,4767,0
"Spirit, The",2008,0831887,4805,2
Grizzly Park,2008,0915460,4812,3
Mid-August Lunch,2008,1277728,4935,3
Miao Miao,2008,0984130,4959,3
Made of Honor,2008,0866439,5007,2
Possession,2008,0368563,5048,3
Deadgirl,2008,0896534,5050,0
Prom Night,2008,0926129,5077,3
Overcome,2008,2132415,5148,2
Princess: A Modern Fairtyale,2008,1052352,5174,3
Mirrors,2008,0790686,5205,1
Over Her Dead Body,2008,0785007,5244,3
Superhero Movie,2008,0426592,5412,3
Kenna,2008,1340664,5469,3
Bronson,2008,1172570,5474,1
"Ruins, The",2008,0963794,5475,3
Dead at 17,2008,1153103,5481,3
I Can&#39;t Think Straight,2008,0830570,5584,3
"Mummy: Tomb of the Dragon Emperor, The",2008,0859163,5656,3
Casi divas,2008,1049948,5658,3
Treeless Mountain,2008,1143155,5691,3
"Family That Preys, The",2008,1142798,5703,3
Revanche,2008,1173745,5748,1
"Chaser, The",2008,1190539,5858,0
"Secret of Moonacre, The",2008,0396707,5864,3
Nothing But the Truth,2008,1073241,5904,3
Keith,2008,0435679,6059,3
Last Chance Harvey,2008,1046947,6097,3
"Burning Plain, The",2008,1068641,6262,3
Bienvenue chez les Ch&#39;tis,2008,1064932,6287,2
Camp Rock,2008,1055366,6347,3
Skin,2008,0964586,6543,3
"X-Files: I Want to Believe, The",2008,0443701,6621,3
Clash of the Santas,2008,1286742,6620,3
Aanrijding in Moscou,2008,0948530,6681,3
Sleep Dealer,2008,0804529,6688,0
Pretty Ugly People,2008,0874425,6817,3
"10,000 BC",2008,0443649,6825,1
All about women,2008,1037146,6861,3
Sparrow,2008,0491044,6863,0
Blind Loves,2008,1226291,6893,2
Camino,2008,1206285,6946,3
La mujer sin cabeza,2008,1221141,7071,3
Etz Limon,2008,1172963,7074,3
Rambo,2008,0462499,7127,0
"Boy in the Striped Pajamas, The",2008,0914798,7190,3
"Bleach: Fade to Black, I Call Your Name",2008,1339302,7210,3
Solo Quiero Caminar,2008,1078600,7381,3
Die Welle,2008,1063669,7437,3
A Wednesday,2008,1280558,7536,1
Brideshead Revisited,2008,0412536,7622,1
Hunger,2008,0986233,7641,0
"Patrik, Age 1.5",2008,1067733,7657,1
Picture This,2008,1076252,7813,2
Dr. Horrible&#39;s Sing-Along Blog,2008,1227926,8387,0
Dead Space: Downfall,2008,1267379,8503,2
Venkovsky ucitel,2008,1284526,8528,1
TBS,2008,1092019,8534,1
Mannen som elsket Yngve,2008,1114723,8536,1
Valami Amerika 2,2008,1235075,8563,1
Bottle Shock,2008,0914797,8698,1
Disfigured,2008,0830535,8706,3
"Spiderwick Chronicles, The",2008,0416236,8818,0
Lake Mungo,2008,0816556,8854,1
